event_id,dept_id,risk_type,severity,date
17230,103,Process Failure,High,2024-03-06
17231,105,Process Failure,Medium,2024-04-05
17232,101,Process Failure,Low,2024-09-13
17233,102,Fraud Alert,Critical,2024-01-10
17234,101,Process Failure,Medium,2024-12-31
17235,104,Fraud Alert,Critical,2024-04-23
17236,102,Compliance Breach,Medium,2024-11-11
17237,104,Fraud Alert,High,2024-09-07
17238,101,Process Failure,High,2024-03-22
17239,102,Compliance Breach,Medium,2024-07-20
17240,101,Fraud Alert,Medium,2024-01-02
17241,103,Fraud Alert,High,2024-12-26
17242,105,System Downtime,Medium,2024-06-16
17243,105,Fraud Alert,High,2024-07-10
17244,101,System Downtime,High,2024-06-14
17245,105,System Downtime,Critical,2024-11-28
17246,105,Process Failure,Low,2024-05-02
17247,104,System Downtime,Critical,2024-07-28
17248,104,Compliance Breach,Low,2024-01-16
17249,101,Process Failure,Medium,2024-08-28
17250,103,System Downtime,Medium,2024-12-27
17251,105,System Downtime,Critical,2024-04-23
17252,102,Process Failure,Low,2024-01-14
17253,103,System Downtime,High,2024-07-29
17254,101,Compliance Breach,High,2024-02-15
17255,104,Process Failure,Critical,2024-09-07
17256,103,Compliance Breach,Critical,2024-02-29
17257,101,Fraud Alert,Low,2024-08-14
17258,104,Process Failure,Low,2024-02-01
17259,103,System Downtime,Low,2024-10-31
17260,104,Fraud Alert,High,2024-06-19
17261,101,Fraud Alert,High,2024-02-15
17262,101,Fraud Alert,High,2024-09-23
17263,102,System Downtime,Critical,2024-04-28
17264,102,Fraud Alert,Low,2024-07-15
17265,104,Compliance Breach,Low,2024-05-13
17266,104,Fraud Alert,Critical,2024-02-02
17267,102,System Downtime,Critical,2024-12-12
17268,102,Process Failure,Critical,2024-02-09
17269,104,Process Failure,Low,2024-04-07
17270,102,Fraud Alert,Low,2024-08-26
17271,102,System Downtime,Medium,2024-09-11
17272,105,System Downtime,Critical,2024-02-24
17273,102,System Downtime,Medium,2024-05-06
17274,105,Process Failure,Critical,2024-11-24
17275,103,System Downtime,High,2024-11-23
17276,104,Compliance Breach,Medium,2024-12-30
17277,102,Process Failure,High,2024-02-21
17278,104,System Downtime,High,2024-03-25
17279,103,Compliance Breach,Medium,2024-06-21
17280,101,System Downtime,Low,2024-12-07
17281,104,System Downtime,Medium,2024-07-08
17282,105,System Downtime,Critical,2024-07-25
17283,103,System Downtime,Low,2024-11-30
17284,102,System Downtime,Medium,2024-07-18
17285,101,Fraud Alert,Critical,2024-12-28
17286,101,Process Failure,Critical,2024-11-30
17287,102,Process Failure,Critical,2024-04-27
17288,104,System Downtime,Medium,2024-11-17
17289,102,Fraud Alert,High,2024-05-16
17290,105,Process Failure,Medium,2024-10-02
17291,101,Compliance Breach,High,2024-12-28
17292,103,Compliance Breach,Low,2024-09-29
17293,101,Fraud Alert,High,2024-08-10
17294,101,System Downtime,High,2024-06-05
17295,104,Process Failure,High,2024-02-06
17296,103,Process Failure,Low,2024-06-09
17297,103,Process Failure,High,2024-06-03
17298,102,Fraud Alert,High,2024-10-04
17299,102,Process Failure,High,2024-07-12
17300,101,Process Failure,Critical,2024-11-09
17301,105,Fraud Alert,Medium,2024-07-24
17302,103,Process Failure,Low,2024-08-16
17303,105,System Downtime,Low,2024-04-23
17304,102,Fraud Alert,Medium,2024-06-19
17305,104,System Downtime,Medium,2024-03-01
17306,104,System Downtime,Medium,2024-11-26
17307,104,Fraud Alert,Critical,2024-12-25
17308,101,System Downtime,High,2024-02-13
17309,105,Process Failure,Low,2024-04-20
17310,105,System Downtime,Critical,2024-07-14
17311,103,Compliance Breach,Critical,2024-02-03
17312,102,Compliance Breach,Medium,2024-01-18
17313,102,Fraud Alert,Critical,2024-12-31
17314,104,Process Failure,Critical,2024-05-31
17315,102,Process Failure,Medium,2024-11-21
17316,101,System Downtime,Low,2024-11-07
17317,104,Process Failure,Low,2024-06-21
17318,102,Fraud Alert,High,2024-10-30
17319,102,Process Failure,Critical,2024-04-11
17320,101,Compliance Breach,Low,2024-02-08
17321,101,Compliance Breach,Medium,2024-01-17
17322,104,Process Failure,Medium,2024-06-06
17323,101,System Downtime,Critical,2024-06-28
17324,101,Process Failure,High,2024-10-12
17325,104,Compliance Breach,Critical,2024-07-25
17326,105,System Downtime,Medium,2024-03-02
17327,103,Compliance Breach,Medium,2024-03-24
17328,104,Fraud Alert,Low,2024-12-11
17329,102,System Downtime,Medium,2024-10-10
17330,101,Compliance Breach,Critical,2024-09-16
17331,105,Fraud Alert,Critical,2024-12-02
17332,101,Fraud Alert,Critical,2024-08-23
17333,104,Fraud Alert,High,2024-09-04
17334,105,Process Failure,Low,2024-06-28
17335,103,Process Failure,Critical,2024-07-15
17336,101,Compliance Breach,Medium,2024-12-25
17337,104,Compliance Breach,Low,2024-10-26
17338,102,System Downtime,Medium,2024-05-24
17339,102,System Downtime,High,2024-07-01
17340,101,Fraud Alert,Low,2024-04-29
17341,103,Compliance Breach,Low,2024-01-23
17342,103,System Downtime,Low,2024-06-24
17343,101,System Downtime,Medium,2024-04-24
17344,105,Process Failure,High,2024-04-11
17345,104,Fraud Alert,Critical,2024-05-29
17346,102,Process Failure,Medium,2024-09-09
17347,102,System Downtime,Critical,2024-02-29
17348,103,Fraud Alert,Critical,2024-03-27
17349,101,System Downtime,High,2024-05-06
17350,104,Fraud Alert,Critical,2024-08-24
17351,102,Fraud Alert,High,2024-05-29
17352,105,Compliance Breach,Critical,2024-10-15
17353,104,Process Failure,High,2024-10-31
17354,105,Fraud Alert,Low,2024-06-08
17355,101,Compliance Breach,Critical,2024-08-30
17356,103,Compliance Breach,Medium,2024-11-02
17357,101,Process Failure,Medium,2024-01-15
17358,104,Process Failure,Medium,2024-08-22
17359,102,Process Failure,High,2024-08-13
17360,101,System Downtime,Critical,2024-12-23
17361,101,Fraud Alert,Low,2024-08-20
17362,104,Fraud Alert,Medium,2024-12-31
17363,103,Compliance Breach,Low,2024-07-07
17364,103,System Downtime,High,2024-06-06
17365,102,System Downtime,Low,2024-09-05
17366,102,Compliance Breach,Critical,2024-11-21
17367,102,Process Failure,Critical,2024-05-19
17368,101,Process Failure,Critical,2024-11-06
17369,101,Compliance Breach,High,2024-01-27
17370,102,Compliance Breach,Critical,2024-02-12
17371,102,Compliance Breach,Critical,2024-04-14
17372,103,Compliance Breach,Critical,2024-01-11
17373,105,Process Failure,Critical,2024-09-05
17374,103,Process Failure,Low,2024-07-23
17375,104,Fraud Alert,High,2024-06-09
17376,105,System Downtime,Critical,2024-05-26
17377,101,Process Failure,Medium,2024-11-02
17378,104,Process Failure,Medium,2024-04-24
17379,104,Compliance Breach,Medium,2024-05-14
17380,103,Process Failure,Critical,2024-12-24
17381,105,Process Failure,Medium,2024-02-27
17382,102,Process Failure,Low,2024-05-15
17383,105,Process Failure,High,2024-07-23
17384,101,System Downtime,Medium,2024-10-09
17385,103,Process Failure,Medium,2024-04-22
17386,101,Process Failure,Low,2024-04-11
17387,102,Process Failure,High,2024-11-15
17388,102,Fraud Alert,Low,2024-01-10
17389,101,Process Failure,Critical,2024-12-31
17390,105,Compliance Breach,Low,2024-02-21
17391,102,Compliance Breach,Low,2024-05-17
17392,103,System Downtime,High,2024-10-16
17393,105,Compliance Breach,High,2024-03-12
17394,105,System Downtime,High,2024-09-22
17395,103,Compliance Breach,High,2024-08-06
17396,103,System Downtime,Critical,2024-08-21
17397,102,Fraud Alert,High,2024-10-20
17398,104,System Downtime,High,2024-09-24
17399,102,Compliance Breach,High,2024-04-10
17400,104,Fraud Alert,Low,2024-08-27
17401,102,System Downtime,Medium,2024-06-07
17402,101,Compliance Breach,Critical,2024-04-12
17403,102,Compliance Breach,High,2024-02-27
17404,104,System Downtime,High,2024-05-12
17405,103,Compliance Breach,Critical,2024-09-18
17406,103,Compliance Breach,Low,2024-05-28
17407,101,System Downtime,High,2024-11-25
17408,101,Process Failure,High,2024-11-06
17409,101,Compliance Breach,Medium,2024-02-16
17410,104,Process Failure,Low,2024-11-18
17411,105,Fraud Alert,Low,2024-12-24
17412,103,Process Failure,Low,2024-02-11
17413,101,Process Failure,Critical,2024-07-15
17414,104,System Downtime,Medium,2024-08-11
17415,103,Compliance Breach,Medium,2024-03-22
17416,103,Process Failure,Low,2024-06-13
17417,104,Fraud Alert,High,2024-09-19
17418,105,System Downtime,Medium,2024-09-26
17419,105,Fraud Alert,High,2024-01-02
17420,103,System Downtime,Critical,2024-10-16
17421,101,Process Failure,Medium,2024-05-01
17422,104,System Downtime,Medium,2024-06-04
17423,104,Fraud Alert,Medium,2024-12-15
17424,102,System Downtime,Low,2024-07-31
17425,102,Process Failure,Medium,2024-07-10
17426,105,Compliance Breach,Medium,2024-05-03
17427,103,Compliance Breach,High,2024-12-07
17428,103,Fraud Alert,High,2024-11-15
17429,102,System Downtime,Medium,2024-02-01
17430,101,System Downtime,Low,2024-07-29
17431,101,Process Failure,High,2024-04-22
17432,104,System Downtime,High,2024-03-24
17433,103,Compliance Breach,High,2024-01-22
17434,105,Compliance Breach,Critical,2024-07-20
17435,102,Compliance Breach,Critical,2024-12-11
17436,105,Fraud Alert,Critical,2024-03-20
17437,104,Process Failure,Medium,2024-07-01
17438,104,Compliance Breach,High,2024-05-26
17439,104,Compliance Breach,Low,2024-07-26
17440,102,Fraud Alert,Medium,2024-06-11
17441,104,Fraud Alert,Low,2024-11-02
17442,101,Process Failure,High,2024-08-21
17443,105,System Downtime,Critical,2024-11-03
17444,104,Compliance Breach,Low,2024-03-08
17445,102,Fraud Alert,Medium,2024-06-26
17446,105,System Downtime,High,2024-02-04
17447,105,System Downtime,Critical,2024-02-13
17448,104,Compliance Breach,Medium,2024-09-06
17449,102,Process Failure,Critical,2024-03-28
17450,104,Compliance Breach,Medium,2024-05-12
17451,101,Compliance Breach,Medium,2024-05-29
17452,105,Compliance Breach,Medium,2024-04-29
17453,105,Compliance Breach,Low,2024-12-11
17454,103,Process Failure,High,2024-04-13
17455,101,Compliance Breach,High,2024-04-13
17456,104,Fraud Alert,High,2024-08-09
17457,104,Fraud Alert,High,2024-10-15
17458,103,System Downtime,Low,2024-07-07
17459,102,System Downtime,High,2024-10-31
17460,101,Compliance Breach,High,2024-07-27
17461,101,System Downtime,Low,2024-08-16
17462,104,Process Failure,Medium,2024-09-26
17463,105,Compliance Breach,Medium,2024-03-26
17464,102,System Downtime,Critical,2024-10-13
17465,101,Fraud Alert,Critical,2024-04-07
17466,104,Process Failure,High,2024-06-13
17467,104,Fraud Alert,Low,2024-11-03
17468,102,Fraud Alert,Medium,2024-05-07
17469,102,Fraud Alert,Critical,2024-01-18
17470,101,Compliance Breach,Low,2024-01-24
17471,104,Process Failure,Critical,2024-08-04
17472,103,Process Failure,Low,2024-09-30
17473,102,Compliance Breach,Critical,2024-10-08
17474,101,Fraud Alert,High,2024-10-25
17475,102,Compliance Breach,Low,2024-06-05
17476,101,System Downtime,Low,2024-02-16
17477,103,System Downtime,Critical,2024-05-06
17478,104,Fraud Alert,Medium,2024-03-18
17479,102,Process Failure,Low,2024-10-27
17480,101,Compliance Breach,Medium,2024-12-22
17481,104,Compliance Breach,Medium,2024-08-21
17482,103,System Downtime,Critical,2024-01-22
17483,102,Compliance Breach,High,2024-08-02
17484,104,Process Failure,Low,2024-10-04
17485,105,Fraud Alert,Critical,2024-09-11
17486,102,Compliance Breach,High,2024-10-13
17487,103,Compliance Breach,Medium,2024-10-24
17488,101,Compliance Breach,Low,2024-05-14
17489,103,Fraud Alert,Critical,2024-01-16
17490,104,System Downtime,High,2024-03-15
17491,105,Compliance Breach,Low,2024-08-11
17492,105,Compliance Breach,Medium,2024-10-19
17493,102,Compliance Breach,High,2024-01-07
17494,103,Fraud Alert,Low,2024-02-14
17495,104,Fraud Alert,Medium,2024-10-08
17496,103,Compliance Breach,Critical,2024-06-19
17497,105,Compliance Breach,Low,2024-03-16
17498,101,Fraud Alert,Low,2024-01-16
17499,103,System Downtime,Critical,2024-01-21
17500,102,Compliance Breach,High,2024-10-25
17501,103,Compliance Breach,Medium,2024-01-26
17502,104,Compliance Breach,Critical,2024-09-02
17503,101,Compliance Breach,High,2024-12-26
17504,104,Fraud Alert,Critical,2024-06-09
17505,103,Compliance Breach,High,2024-12-24
17506,104,Process Failure,Low,2024-10-24
17507,102,Compliance Breach,Low,2024-08-27
17508,102,Compliance Breach,Medium,2024-09-14
17509,103,Process Failure,Low,2024-02-09
17510,101,Compliance Breach,Low,2024-12-27
17511,104,System Downtime,Critical,2024-06-29
17512,104,System Downtime,Low,2024-02-04
17513,104,Fraud Alert,Low,2024-03-28
17514,102,System Downtime,Critical,2024-02-04
17515,101,Process Failure,Low,2024-08-21
17516,102,System Downtime,High,2024-10-19
17517,101,System Downtime,Medium,2024-07-18
17518,101,Process Failure,Low,2024-09-16
17519,103,System Downtime,Low,2024-03-16
17520,105,Fraud Alert,Medium,2024-07-11
17521,101,Compliance Breach,High,2024-04-22
17522,104,Process Failure,High,2024-06-29
17523,105,Fraud Alert,Critical,2024-01-16
17524,101,Fraud Alert,High,2024-08-07
17525,103,Compliance Breach,Medium,2024-04-23
17526,105,Fraud Alert,Critical,2024-05-07
17527,105,Process Failure,Low,2024-01-30
17528,103,System Downtime,Medium,2024-10-14
17529,104,System Downtime,Critical,2024-06-23
17530,102,Process Failure,Low,2024-11-17
17531,102,System Downtime,Critical,2024-01-30
17532,101,System Downtime,High,2024-12-15
17533,105,System Downtime,Low,2024-06-11
17534,105,Compliance Breach,High,2024-07-10
17535,105,Compliance Breach,Low,2024-02-06
17536,101,Fraud Alert,High,2024-01-22
17537,102,Fraud Alert,High,2024-11-02
17538,104,Compliance Breach,Critical,2024-07-06
17539,103,Compliance Breach,Low,2024-05-28
17540,105,Compliance Breach,Medium,2024-07-25
17541,103,Compliance Breach,Critical,2024-09-10
17542,103,Fraud Alert,Medium,2024-08-22
17543,104,Compliance Breach,Medium,2024-04-14
17544,105,Process Failure,Medium,2024-07-27
17545,102,Compliance Breach,Medium,2024-04-20
17546,101,Fraud Alert,Low,2024-10-09
17547,104,Fraud Alert,Medium,2024-05-24
17548,105,Compliance Breach,High,2024-01-29
17549,101,System Downtime,Critical,2024-08-31
17550,103,Process Failure,Low,2024-05-06
17551,105,System Downtime,Low,2024-02-05
17552,103,Compliance Breach,Low,2024-11-22
17553,101,Compliance Breach,Low,2024-09-28
17554,101,Compliance Breach,Medium,2024-12-26
17555,104,System Downtime,High,2024-08-22
17556,104,Compliance Breach,Medium,2024-11-16
17557,101,Process Failure,Low,2024-04-13
17558,105,Compliance Breach,Low,2024-06-12
17559,103,System Downtime,Medium,2024-01-30
17560,103,Process Failure,Medium,2024-07-09
17561,105,Fraud Alert,High,2024-03-29
17562,101,Process Failure,Critical,2024-01-24
17563,101,Process Failure,Low,2024-02-05
17564,103,Fraud Alert,Medium,2024-11-24
17565,104,Fraud Alert,High,2024-12-11
17566,104,Fraud Alert,Medium,2024-09-06
17567,104,Compliance Breach,Low,2024-05-30
17568,102,Fraud Alert,Critical,2024-09-26
17569,105,Process Failure,Critical,2024-11-21
17570,101,Fraud Alert,Medium,2024-03-21
17571,105,Compliance Breach,Low,2024-03-24
17572,102,System Downtime,Critical,2024-04-12
17573,102,Fraud Alert,Critical,2024-11-01
17574,102,System Downtime,Low,2024-10-16
17575,101,Fraud Alert,Critical,2024-02-26
17576,103,System Downtime,Medium,2024-10-29
17577,102,Compliance Breach,Low,2024-06-13
17578,102,Compliance Breach,Medium,2024-02-12
17579,105,Compliance Breach,Low,2024-12-25
17580,104,Process Failure,Low,2024-06-23
17581,104,System Downtime,Low,2024-07-08
17582,104,Fraud Alert,Low,2024-11-08
17583,104,Fraud Alert,High,2024-03-12
17584,102,Process Failure,Medium,2024-06-20
17585,103,System Downtime,Low,2024-11-23
17586,105,Compliance Breach,Medium,2024-05-21
17587,103,Fraud Alert,High,2024-06-02
17588,101,Process Failure,Low,2024-01-14
17589,104,Compliance Breach,Critical,2024-12-11
17590,105,Compliance Breach,High,2024-11-09
17591,104,System Downtime,Medium,2024-02-09
17592,101,Compliance Breach,Low,2024-04-20
17593,105,System Downtime,Critical,2024-02-12
17594,103,System Downtime,Low,2024-03-02
17595,105,System Downtime,Medium,2024-01-25
17596,102,Compliance Breach,High,2024-07-10
17597,105,Compliance Breach,High,2024-02-21
17598,105,Process Failure,Medium,2024-04-03
17599,103,Process Failure,Low,2024-06-23
17600,103,Process Failure,Medium,2024-01-18
17601,102,System Downtime,High,2024-03-31
17602,101,Compliance Breach,Critical,2024-06-10
17603,101,Fraud Alert,Low,2024-09-21
17604,102,Process Failure,High,2024-03-03
17605,102,System Downtime,High,2024-02-25
17606,103,Fraud Alert,Low,2024-08-08
17607,103,Process Failure,Critical,2024-10-09
17608,103,Fraud Alert,Critical,2024-10-19
17609,102,Compliance Breach,High,2024-10-15
17610,101,Compliance Breach,High,2024-08-09
17611,105,Compliance Breach,Medium,2024-04-04
17612,104,Fraud Alert,Medium,2024-12-22
17613,105,Fraud Alert,Low,2024-07-02
17614,101,Compliance Breach,Low,2024-04-16
17615,101,Process Failure,High,2024-03-26
17616,102,System Downtime,Critical,2024-09-05
17617,104,Process Failure,Critical,2024-07-19
17618,105,Process Failure,Low,2024-06-13
17619,101,System Downtime,Critical,2024-11-04
17620,102,Compliance Breach,Low,2024-01-07
17621,104,Fraud Alert,Critical,2024-12-28
17622,101,System Downtime,High,2024-11-28
17623,104,Process Failure,Medium,2024-05-04
17624,101,Fraud Alert,Critical,2024-09-04
17625,102,Fraud Alert,Medium,2024-04-03
17626,104,System Downtime,Low,2024-01-27
17627,101,System Downtime,Critical,2024-03-13
17628,105,Process Failure,Low,2024-02-18
17629,101,Process Failure,High,2024-10-22
17630,104,Compliance Breach,Low,2024-08-02
17631,102,Process Failure,Medium,2024-05-04
17632,102,Process Failure,Medium,2024-12-31
17633,102,Fraud Alert,Low,2024-09-29
17634,102,Compliance Breach,Critical,2024-11-20
17635,101,Process Failure,Low,2024-08-02
17636,102,Fraud Alert,Critical,2024-03-22
17637,104,Fraud Alert,Low,2024-01-04
17638,104,Fraud Alert,Critical,2024-06-05
17639,104,Compliance Breach,Medium,2024-12-28
17640,102,Fraud Alert,High,2024-08-01
17641,105,Compliance Breach,Low,2024-08-08
17642,105,Compliance Breach,High,2024-08-29
17643,102,Process Failure,Critical,2024-04-24
17644,101,System Downtime,Low,2024-09-22
17645,102,Compliance Breach,Critical,2024-10-10
17646,104,Compliance Breach,High,2024-08-13
17647,104,Fraud Alert,Critical,2024-06-01
17648,101,Process Failure,Medium,2024-04-10
17649,102,Compliance Breach,Medium,2024-03-26
17650,101,Process Failure,Critical,2024-08-12
17651,105,Compliance Breach,Medium,2024-01-11
17652,105,Compliance Breach,Critical,2024-04-24
17653,104,Process Failure,Medium,2024-06-02
17654,104,Process Failure,High,2024-10-08
17655,104,Process Failure,Medium,2024-08-27
17656,102,Compliance Breach,Critical,2024-09-23
17657,104,System Downtime,Critical,2024-07-11
17658,105,Process Failure,High,2024-10-06
17659,104,Compliance Breach,Low,2024-01-24
17660,102,System Downtime,High,2024-08-28
17661,102,Process Failure,Low,2024-01-27
17662,104,Compliance Breach,Low,2024-03-06
17663,102,Compliance Breach,Medium,2024-11-18
17664,103,System Downtime,Critical,2024-01-13
17665,102,Compliance Breach,Critical,2024-01-22
17666,102,System Downtime,Low,2024-04-10
17667,105,System Downtime,Medium,2024-06-19
17668,104,Compliance Breach,Low,2024-02-14
17669,103,Process Failure,Critical,2024-10-08
17670,102,Process Failure,Medium,2024-04-07
17671,104,Compliance Breach,Low,2024-03-19
17672,104,Compliance Breach,High,2024-01-22
17673,101,System Downtime,Medium,2024-08-08
17674,102,Compliance Breach,Critical,2024-04-06
17675,103,Compliance Breach,Medium,2024-12-09
17676,105,Process Failure,Critical,2024-12-01
17677,104,Fraud Alert,High,2024-08-05
17678,101,System Downtime,High,2024-09-22
17679,104,Process Failure,Low,2024-03-29
17680,103,System Downtime,Critical,2024-06-30
17681,104,Fraud Alert,Low,2024-09-09
17682,105,Fraud Alert,High,2024-12-11
17683,103,Compliance Breach,Medium,2024-10-13
17684,105,Process Failure,High,2024-03-25
17685,105,Compliance Breach,High,2024-11-21
17686,101,Fraud Alert,Medium,2024-07-13
17687,101,Process Failure,Critical,2024-02-18
17688,105,Fraud Alert,Low,2024-03-27
17689,102,System Downtime,Critical,2024-12-12
17690,102,Fraud Alert,High,2024-01-06
17691,101,Process Failure,Low,2024-05-24
17692,103,Compliance Breach,High,2024-11-03
17693,104,Process Failure,Critical,2024-04-02
17694,104,Compliance Breach,High,2024-10-12
17695,105,Process Failure,High,2024-07-26
17696,104,Fraud Alert,High,2024-08-16
17697,101,Compliance Breach,High,2024-04-06
17698,105,System Downtime,Medium,2024-03-20
17699,101,System Downtime,Critical,2024-04-01
17700,104,Fraud Alert,Medium,2024-09-28
17701,105,Compliance Breach,Critical,2024-07-10
17702,105,System Downtime,Medium,2024-09-06
17703,105,Compliance Breach,High,2024-09-07
17704,104,System Downtime,Medium,2024-05-30
17705,105,Compliance Breach,Low,2024-06-11
17706,105,Process Failure,Low,2024-12-11
17707,104,Fraud Alert,Low,2024-03-13
17708,104,System Downtime,Medium,2024-08-17
17709,102,System Downtime,High,2024-07-04
17710,103,Fraud Alert,High,2024-01-07
17711,101,Fraud Alert,Critical,2024-04-30
17712,104,Compliance Breach,Medium,2024-11-07
17713,101,Compliance Breach,Medium,2024-09-07
17714,104,Process Failure,High,2024-09-17
17715,104,Fraud Alert,Low,2024-07-25
17716,103,System Downtime,High,2024-06-22
17717,101,Compliance Breach,Low,2024-10-22
17718,103,Process Failure,High,2024-03-29
17719,104,Compliance Breach,Medium,2024-10-21
17720,105,Compliance Breach,High,2024-04-15
17721,103,Compliance Breach,High,2024-01-14
17722,103,Compliance Breach,Low,2024-06-29
17723,101,Fraud Alert,Critical,2024-06-09
17724,104,System Downtime,Critical,2024-09-25
17725,103,System Downtime,Critical,2024-12-27
17726,105,System Downtime,Medium,2024-03-13
17727,102,Fraud Alert,Medium,2024-04-10
17728,105,Compliance Breach,Low,2024-06-30
17729,102,Compliance Breach,Medium,2024-05-13
17730,105,Process Failure,Critical,2024-04-08
17731,104,Compliance Breach,Critical,2024-01-05
17732,102,Fraud Alert,Medium,2024-09-29
17733,101,Fraud Alert,Low,2024-11-29
17734,101,Compliance Breach,Low,2024-11-30
17735,105,Process Failure,High,2024-10-30
17736,105,Compliance Breach,Critical,2024-03-18
17737,105,System Downtime,Low,2024-03-31
17738,105,System Downtime,Low,2024-12-30
17739,102,Process Failure,Low,2024-05-09
17740,101,Fraud Alert,High,2024-06-24
17741,101,Process Failure,Critical,2024-10-12
17742,103,System Downtime,Medium,2024-07-28
17743,102,Process Failure,Medium,2024-12-26
17744,103,Fraud Alert,Critical,2024-07-21
17745,104,Fraud Alert,Low,2024-06-08
17746,105,Fraud Alert,High,2024-06-23
17747,103,Process Failure,Medium,2024-01-12
17748,104,Fraud Alert,Critical,2024-11-02
17749,104,Compliance Breach,Low,2024-08-15
17750,104,Compliance Breach,Low,2024-01-15
17751,105,System Downtime,Low,2024-12-02
17752,105,Compliance Breach,Medium,2024-08-22
17753,105,Compliance Breach,Medium,2024-10-03
17754,104,Fraud Alert,High,2024-01-05
17755,103,Process Failure,Low,2024-06-22
17756,102,Process Failure,High,2024-11-10
17757,104,System Downtime,Low,2024-09-22
17758,103,Compliance Breach,Medium,2024-12-01
17759,105,Fraud Alert,Medium,2024-09-03
17760,101,Compliance Breach,High,2024-05-23
17761,104,System Downtime,Medium,2024-09-10
17762,105,Process Failure,Critical,2024-07-06
17763,102,Compliance Breach,Medium,2024-03-25
17764,103,Compliance Breach,High,2024-03-24
17765,103,System Downtime,Low,2024-09-23
17766,104,Fraud Alert,Low,2024-07-24
17767,101,Compliance Breach,Low,2024-03-18
17768,104,Process Failure,Low,2024-04-11
17769,104,Process Failure,Critical,2024-02-03
17770,101,Compliance Breach,Critical,2024-09-28
17771,105,Process Failure,Critical,2024-05-17
17772,103,System Downtime,Low,2024-05-04
17773,101,System Downtime,Medium,2024-03-27
17774,104,Fraud Alert,Critical,2024-08-12
17775,103,Process Failure,Low,2024-05-27
17776,105,System Downtime,Medium,2024-06-13
17777,105,Process Failure,Medium,2024-09-30
17778,105,Process Failure,High,2024-02-24
17779,102,Process Failure,High,2024-12-06
17780,101,Fraud Alert,High,2024-12-01
17781,102,Fraud Alert,Critical,2024-02-05
17782,101,Process Failure,Low,2024-01-24
17783,104,Compliance Breach,Critical,2024-06-25
17784,103,Process Failure,Medium,2024-09-15
17785,101,Fraud Alert,Medium,2024-04-25
17786,104,Process Failure,Medium,2024-03-05
17787,105,Compliance Breach,Critical,2024-08-18
17788,105,Compliance Breach,Critical,2024-02-20
17789,105,System Downtime,Low,2024-06-08
17790,101,System Downtime,Low,2024-12-21
17791,105,System Downtime,Medium,2024-07-24
17792,102,Compliance Breach,Medium,2024-03-16
17793,102,Compliance Breach,Critical,2024-09-26
17794,102,Fraud Alert,Medium,2024-11-24
17795,102,System Downtime,Medium,2024-10-24
17796,101,Compliance Breach,Critical,2024-07-11
17797,104,Fraud Alert,Critical,2024-08-16
17798,103,Compliance Breach,Critical,2024-02-12
17799,102,Compliance Breach,Medium,2024-03-20
17800,101,System Downtime,Critical,2024-04-10
17801,102,Compliance Breach,Medium,2024-10-03
17802,104,Process Failure,Low,2024-06-17
17803,102,System Downtime,Low,2024-09-13
17804,103,Fraud Alert,High,2024-10-21
17805,104,System Downtime,Low,2024-09-09
17806,103,Fraud Alert,High,2024-01-27
17807,102,System Downtime,Medium,2024-05-11
17808,104,Fraud Alert,Medium,2024-05-26
17809,105,System Downtime,High,2024-04-24
17810,101,System Downtime,Low,2024-09-09
17811,102,Process Failure,Critical,2024-09-27
17812,102,Compliance Breach,High,2024-07-01
17813,104,System Downtime,Medium,2024-07-29
17814,105,Process Failure,Medium,2024-09-22
17815,101,System Downtime,High,2024-03-19
17816,101,Process Failure,Critical,2024-01-22
17817,103,Compliance Breach,Low,2024-08-20
17818,105,Process Failure,Low,2024-01-29
17819,101,Process Failure,Medium,2024-03-10
17820,103,System Downtime,Critical,2024-12-08
17821,104,Fraud Alert,High,2024-12-30
17822,102,Fraud Alert,Critical,2024-06-17
17823,102,Fraud Alert,Medium,2024-11-19
17824,101,Compliance Breach,Critical,2024-03-19
17825,103,Process Failure,High,2024-10-27
17826,102,Fraud Alert,Low,2024-05-21
17827,104,Fraud Alert,Low,2024-06-01
17828,101,Fraud Alert,Medium,2024-07-15
17829,102,System Downtime,Critical,2024-09-22
17830,105,Process Failure,High,2024-05-18
17831,103,Process Failure,Medium,2024-08-31
17832,101,Compliance Breach,High,2024-05-31
17833,102,Process Failure,Low,2024-10-26
17834,101,Compliance Breach,Low,2024-05-11
17835,105,Process Failure,High,2024-10-26
17836,104,Fraud Alert,Medium,2024-09-21
17837,104,System Downtime,Critical,2024-08-07
17838,104,Fraud Alert,Medium,2024-08-02
17839,102,System Downtime,High,2024-01-20
17840,103,System Downtime,High,2024-03-07
17841,104,Process Failure,High,2024-04-21
17842,104,System Downtime,Critical,2024-02-04
17843,103,Compliance Breach,High,2024-02-26
17844,103,System Downtime,Low,2024-03-17
17845,101,Fraud Alert,Low,2024-03-29
17846,102,Fraud Alert,Medium,2024-03-01
17847,105,Fraud Alert,Medium,2024-05-28
17848,105,System Downtime,Medium,2024-11-20
17849,102,Compliance Breach,Medium,2024-03-17
17850,103,Process Failure,Medium,2024-08-21
17851,102,Process Failure,Critical,2024-04-06
17852,105,Fraud Alert,Low,2024-10-14
17853,103,Fraud Alert,Critical,2024-12-12
17854,101,Compliance Breach,Critical,2024-02-19
17855,103,Fraud Alert,Critical,2024-09-23
17856,105,Fraud Alert,High,2024-05-17
